step,estimate_x,estimate_y,rmse_x,rmse_y,rmse_vx,rmse_vy
39,10.6232,1.49403,0.103094,0.0892889,1.1917,0.731923
40,10.841,1.51955,0.101846,0.0884846,1.17754,0.724719
41,11.1124,1.56198,0.100651,0.0881879,1.16344,0.718806
42,11.3948,1.60813,0.0998045,0.0885785,1.14993,0.714445
43,11.6263,1.64921,0.0988692,0.0900991,1.1368,0.712081
44,11.853,1.71884,0.0978531,0.0919509,1.1241,0.710029
45,12.1137,1.80258,0.0970527,0.093731,1.11227,0.707433
46,12.3589,1.83318,0.0963616,0.0977324,1.10094,0.707746
47,12.6185,1.8819,0.0960335,0.10347,1.0908,0.709683
48,12.819,2.03381,0.0952623,0.10626,1.08047,0.707497
49,13.0899,2.14095,0.0950228,0.108585,1.07182,0.704545
50,13.2968,2.29544,0.0944363,0.109253,1.06289,0.699716
51,13.4717,2.42145,0.0935251,0.109449,1.05264,0.695022
52,13.7205,2.54837,0.0927019,0.109316,1.04278,0.690211
53,13.9416,2.6467,0.0918833,0.109475,1.03317,0.686263
54,14.1694,2.81494,0.0911093,0.108849,1.02388,0.681227
55,14.423,2.92158,0.0906284,0.108421,1.01577,0.676725
56,14.6314,2.99059,0.0900587,0.108996,1.0079,0.674248
57,14.8655,3.13917,0.0897064,0.109151,1.00091,0.671031
58,15.0776,3.34855,0.0893498,0.108352,0.993994,0.666129
59,15.2903,3.4953,0.0890291,0.107517,0.986333,0.661656
60,15.5049,3.69765,0.0888063,0.10671,0.97898,0.656529
61,15.7189,3.80916,0.0887205,0.105846,0.971793,0.652383
62,15.9409,3.96052,0.0889737,0.105004,0.965126,0.6485
63,16.1413,4.09001,0.0892461,0.104206,0.957918,0.645935
64,16.3334,4.30595,0.0894485,0.103534,0.950932,0.642039
65,16.549,4.4497,0.0900895,0.102802,0.944513,0.63879
66,16.7239,4.63127,0.0904351,0.102189,0.938246,0.635316
67,16.8852,4.77533,0.0903836,0.101477,0.931323,0.633466
68,17.0383,5.03284,0.0900006,0.101639,0.92455,0.629638
69,17.2166,5.16762,0.0896307,0.101292,0.917933,0.627021
70,17.368,5.37136,0.0891007,0.10128,0.911466,0.623927
71,17.5342,5.49819,0.0885614,0.100726,0.905127,0.622723
72,17.721,5.63739,0.0881716,0.100034,0.899101,0.623025
73,17.8763,5.79302,0.0877415,0.0994138,0.893057,0.624826
74,18.0402,6.02235,0.0873693,0.0987551,0.887245,0.624613
75,18.1993,6.2038,0.0870567,0.0981037,0.881706,0.624629
76,18.3123,6.48712,0.0865311,0.0979313,0.876175,0.621983
77,18.4527,6.67218,0.0860043,0.0976133,0.870685,0.620065
78,18.597,6.82205,0.0855046,0.0970095,0.865567,0.619598
79,18.7541,7.0081,0.0851354,0.0964025,0.861191,0.619373
80,18.9508,7.16595,0.0855654,0.0960021,0.858231,0.620703
81,19.0517,7.32431,0.0856377,0.0961646,0.853859,0.624663
82,19.1267,7.64476,0.0852758,0.0955839,0.849252,0.623667
83,19.256,7.82717,0.0850368,0.0950981,0.845115,0.623511
84,19.3266,8.07721,0.0845747,0.0945393,0.840914,0.622048
85,19.4313,8.26782,0.084125,0.0940734,0.837173,0.621147
86,19.5252,8.42481,0.0836704,0.0941945,0.83394,0.62177
87,19.6283,8.59919,0.0832621,0.0951182,0.830573,0.624171
88,19.784,8.80018,0.0834758,0.0965471,0.828701,0.626732
89,19.8703,8.98881,0.0837558,0.0988733,0.826096,0.630705
90,19.9867,9.25945,0.0847055,0.100226,0.824388,0.631997
91,20.0468,9.44354,0.0854562,0.102632,0.821444,0.63527
92,20.116,9.72942,0.0862828,0.103834,0.81882,0.6356
93,20.1788,9.97366,0.0871789,0.10485,0.816741,0.634943
94,20.2153,10.2923,0.0877953,0.104742,0.814583,0.632362
95,20.2423,10.4975,0.0881239,0.105,0.811322,0.630847
96,20.2892,10.8105,0.0885514,0.104598,0.808405,0.628046
97,20.3167,11.0629,0.088893,0.104147,0.805488,0.625203
98,20.3517,11.3171,0.0893382,0.103657,0.803107,0.62224
99,20.3157,11.524,0.0891586,0.103324,0.799197,0.620439
100,20.3799,11.784,0.0895041,0.102902,0.795896,0.618217
101,20.402,12.0137,0.0900377,0.102543,0.793727,0.61572
102,20.3823,12.3395,0.090279,0.102084,0.791477,0.612724
103,20.3498,12.5387,0.0902255,0.1016,0.78799,0.610399
104,20.3727,12.7924,0.0905395,0.101116,0.785141,0.607852
105,20.3738,12.9917,0.091096,0.100721,0.782364,0.606004
106,20.3361,13.2185,0.0914564,0.100391,0.779882,0.603977
107,20.3049,13.4311,0.0917999,0.100234,0.777475,0.60223
108,20.2744,13.7255,0.0922162,0.0998031,0.77541,0.599667
109,20.2336,13.9202,0.0926537,0.099557,0.772844,0.597851
110,20.1644,14.2126,0.092849,0.0991127,0.770331,0.595277
111,20.0995,14.4195,0.0929483,0.0987338,0.767622,0.592995
112,19.9753,14.7151,0.0926177,0.0983252,0.764649,0.590367
113,19.9121,14.9131,0.0923138,0.0978952,0.761881,0.587817
114,19.8898,15.1404,0.0923743,0.0974717,0.76008,0.58527
115,19.7869,15.3071,0.0922528,0.0972548,0.756875,0.584371
116,19.7554,15.4988,0.0926711,0.0972796,0.754302,0.583426
117,19.6769,15.6753,0.0932661,0.0977818,0.752017,0.582847
118,19.5519,15.9276,0.0935357,0.0979049,0.749705,0.581062
119,19.4541,16.1189,0.0938799,0.0982835,0.747738,0.579222
120,19.3403,16.3204,0.0941847,0.0987901,0.746088,0.577141
121,19.2342,16.4925,0.0946037,0.0998018,0.744098,0.575629
122,19.0825,16.7456,0.0947092,0.100177,0.741976,0.573382
123,18.9411,16.9146,0.0946989,0.100968,0.739059,0.57223
124,18.7273,17.2041,0.0943266,0.100834,0.736098,0.569957
125,18.607,17.4091,0.0939943,0.100644,0.733473,0.567844
126,18.3807,17.6389,0.0937295,0.100295,0.73065,0.566348
127,18.2306,17.8257,0.0934706,0.0999534,0.727925,0.564836
128,18.1187,18.0178,0.0931102,0.0995946,0.725703,0.563588
129,17.9495,18.1546,0.0927644,0.0994007,0.723023,0.561442
130,17.8395,18.2895,0.0924656,0.0994852,0.720972,0.559303
131,17.713,18.4525,0.092375,0.0996311,0.719206,0.557181
132,17.5009,18.6647,0.0920974,0.0994445,0.717173,0.555389
133,17.3278,18.7884,0.0918418,0.0995089,0.714874,0.553314
134,17.1726,18.9293,0.0917244,0.0997014,0.713024,0.551294
135,17.0033,19.0909,0.0917266,0.0997981,0.711151,0.549314
136,16.7784,19.224,0.0915267,0.100003,0.709168,0.547491
137,16.5839,19.3716,0.0913316,0.100143,0.706898,0.545574
138,16.3367,19.561,0.0910068,0.0999284,0.70447,0.544338
139,16.1181,19.6309,0.0906825,0.100118,0.701957,0.542424
140,15.9056,19.7884,0.090366,0.100053,0.699491,0.540883
141,15.7096,19.9051,0.0900473,0.100003,0.697169,0.539641
142,15.4669,20.0824,0.0897641,0.0996819,0.694796,0.539661
143,15.2356,20.2271,0.0895281,0.0993377,0.692381,0.53966
144,15.068,20.3574,0.0892205,0.0990425,0.690166,0.540383
145,14.8319,20.434,0.088917,0.0987137,0.687816,0.539746
146,14.6229,20.5572,0.0886158,0.0984669,0.685559,0.539954
147,14.3759,20.6431,0.0883233,0.0982293,0.683242,0.539203
148,14.1331,20.7195,0.0880562,0.0979879,0.680945,0.538862
149,13.8879,20.7883,0.0878307,0.0977377,0.67873,0.537832
150,13.6069,20.8603,0.0878507,0.0975103,0.676621,0.537335
151,13.3544,20.8876,0.0880047,0.0972032,0.67484,0.53577
152,13.1184,20.9251,0.0881556,0.0968856,0.672875,0.534373
153,12.8761,20.981,0.0883431,0.0965753,0.670973,0.532977
154,12.7073,21.0164,0.0881265,0.0962643,0.668806,0.53177
155,12.4374,21.0573,0.0880389,0.0959592,0.666772,0.530375
156,12.194,21.1015,0.0879646,0.0956745,0.664717,0.529415
157,11.9471,21.1172,0.0879194,0.0953816,0.6628,0.528019
158,11.7188,21.0886,0.0877994,0.0951078,0.660761,0.526625
159,11.4596,21.0721,0.0877654,0.0949141,0.658855,0.525029
160,11.2631,21.0662,0.0875361,0.0947675,0.65681,0.523551
161,10.9915,21.0264,0.0874053,0.0948434,0.654895,0.521935
162,10.8022,20.9889,0.0871392,0.095159,0.652884,0.52035
163,10.5283,20.9891,0.0869247,0.0953609,0.650912,0.518994
164,10.227,21.0385,0.0869822,0.0951708,0.649185,0.518557
165,9.96656,21.0198,0.0871619,0.0949624,0.647727,0.517655
166,9.81359,20.9768,0.0869188,0.0948004,0.6458,0.51687
167,9.56348,20.9643,0.0866921,0.0945644,0.643911,0.516625
168,9.40387,20.9147,0.0865253,0.0943505,0.642079,0.516533
169,9.17363,20.8682,0.0864008,0.094135,0.640196,0.515693
170,8.85169,20.8521,0.0861617,0.093861,0.638498,0.515671
171,8.62684,20.7696,0.0859122,0.0936171,0.636838,0.514794
172,8.34068,20.6905,0.0857651,0.0934095,0.63545,0.514141
173,8.0878,20.6121,0.0856899,0.0932292,0.634327,0.513067
174,7.86032,20.529,0.0855821,0.0930778,0.633047,0.512187
175,7.62327,20.4447,0.0854917,0.092942,0.632,0.510871
176,7.29758,20.3877,0.086113,0.0927184,0.632021,0.509967
177,7.03378,20.2945,0.0871135,0.0925015,0.632379,0.509017
178,6.78913,20.2069,0.088304,0.092269,0.63264,0.508374
179,6.53733,20.1168,0.0898211,0.0920226,0.633123,0.507705
180,6.32012,20.0208,0.091196,0.0917702,0.633147,0.507347
181,6.08224,19.9275,0.0927566,0.0915202,0.633365,0.506726
182,5.84039,19.8305,0.0945981,0.0912929,0.633633,0.506506
183,5.57331,19.6879,0.0971925,0.0910454,0.634738,0.505402
184,5.45943,19.5545,0.0982133,0.0907993,0.633992,0.504381
185,5.24124,19.4044,0.0992709,0.090572,0.633317,0.503134
186,5.05935,19.2989,0.0999879,0.09033,0.632309,0.50214
187,4.86416,19.1842,0.100563,0.0901113,0.631187,0.501432
188,4.74023,19.0346,0.10054,0.0898839,0.6296,0.500805
189,4.5075,18.8822,0.100687,0.0896523,0.628292,0.499673
190,4.35511,18.7503,0.100579,0.0894463,0.626774,0.498753
191,4.16562,18.6054,0.100438,0.0892611,0.625272,0.498003
192,4.07642,18.4544,0.100214,0.0890945,0.623675,0.497405
193,3.86669,18.2787,0.0999666,0.0888962,0.622105,0.496122
194,3.58627,18.1332,0.0998353,0.0887479,0.621098,0.494913
195,3.41332,17.9828,0.0996594,0.088665,0.619962,0.494021
196,3.18064,17.8165,0.0996811,0.0886062,0.619272,0.493296
197,2.96287,17.6325,0.0999257,0.0885121,0.619095,0.492096
198,2.81549,17.5128,0.0999709,0.0887412,0.618495,0.491181
199,2.64111,17.2966,0.100007,0.0887554,0.617932,0.489958
200,2.48634,17.1038,0.0999531,0.0887291,0.617136,0.488738
201,2.30341,16.9383,0.0999588,0.0888183,0.616398,0.487831
202,2.16543,16.7695,0.0998386,0.0890451,0.615396,0.487123
203,1.96243,16.5702,0.0998897,0.0892263,0.614738,0.48647
204,1.82685,16.3426,0.099816,0.0892236,0.613791,0.485702
205,1.65212,16.1641,0.0998121,0.0893269,0.61299,0.48511
206,1.46132,15.999,0.100002,0.0896718,0.612527,0.48483
207,1.30143,15.7641,0.10023,0.0897943,0.612107,0.483697
208,1.14882,15.541,0.100467,0.0898183,0.61162,0.482575
209,0.967038,15.3457,0.100952,0.0899083,0.611451,0.481514
210,0.766079,15.1222,0.101954,0.0899256,0.611866,0.480465
211,0.609213,14.9404,0.103089,0.0901134,0.612241,0.479721
212,0.551238,14.734,0.103445,0.0903488,0.611478,0.479075
213,0.414873,14.4879,0.103786,0.0903999,0.610672,0.477959
214,0.256425,14.2614,0.104302,0.0904065,0.610051,0.476856
215,0.0981452,14.0033,0.105034,0.0902693,0.609608,0.476075
216,0.140408,13.7582,0.104822,0.0900826,0.608203,0.475235
217,0.0157517,13.5115,0.104606,0.0898764,0.606814,0.474727
218,-0.142673,13.2726,0.104465,0.0896733,0.605538,0.474124
219,-0.278724,13.0533,0.104366,0.0894696,0.604361,0.473131
220,-0.236626,12.8422,0.10428,0.089271,0.603144,0.472071
221,-0.374087,12.6129,0.104135,0.0890733,0.601806,0.471026
222,-0.483844,12.3832,0.104011,0.0888769,0.600464,0.47
223,-0.623884,12.1699,0.103824,0.0887002,0.599139,0.469008
224,-0.679861,11.9615,0.103819,0.0885739,0.597819,0.468104
225,-0.826529,11.7251,0.103683,0.0884403,0.596519,0.467129
226,-1.02865,11.4767,0.10347,0.0882774,0.595681,0.466134
227,-1.13692,11.2481,0.10326,0.0881284,0.594845,0.465308
228,-1.30909,11.0226,0.103227,0.0880058,0.594555,0.464505
229,-1.41225,10.7686,0.103193,0.0878466,0.59399,0.463508
230,-1.52582,10.5116,0.10321,0.0876634,0.593433,0.462524
231,-1.63769,10.2399,0.103281,0.0874805,0.592802,0.461797
232,-1.69915,10.0356,0.103196,0.0873016,0.591825,0.460878
233,-1.78888,9.80475,0.103087,0.0871346,0.590796,0.459901
234,-1.83395,9.59459,0.102878,0.087034,0.589575,0.458932
235,-1.96315,9.33192,0.102726,0.0868839,0.588436,0.458047
236,-2.03596,9.0353,0.102536,0.0867076,0.587245,0.457277
237,-2.11477,8.8146,0.102331,0.0865257,0.586049,0.456325
238,-2.20145,8.56637,0.102123,0.0863445,0.584853,0.455377
239,-2.34404,8.30107,0.102008,0.0861771,0.583828,0.4545
240,-2.36493,8.08168,0.101796,0.0859981,0.582617,0.45356
241,-2.412,7.87557,0.10162,0.0858576,0.581444,0.452635
242,-2.53031,7.62253,0.101414,0.0857034,0.580247,0.451705
243,-2.69591,7.37982,0.101295,0.0855531,0.579346,0.450841
244,-2.80264,7.12659,0.101238,0.0853923,0.578506,0.449958
245,-2.85877,6.89363,0.101094,0.0852499,0.577387,0.449042
246,-2.87545,6.70383,0.100893,0.085277,0.576242,0.448232
247,-2.91423,6.4941,0.100764,0.0854879,0.575159,0.447847
248,-2.96877,6.26481,0.100733,0.0857987,0.57416,0.447508
249,-3.10022,6.005,0.100575,0.0860152,0.573042,0.446738
250,-3.19659,5.72047,0.1004,0.0860316,0.571905,0.445864
251,-3.3037,5.4697,0.100205,0.0860265,0.570797,0.445053
252,-3.41224,5.20207,0.100008,0.0859463,0.569738,0.444185
253,-3.47819,4.9557,0.0998142,0.0858636,0.568616,0.443313
254,-3.60929,4.65975,0.0996394,0.0856977,0.567555,0.442578
255,-3.71294,4.40444,0.0994931,0.0855302,0.566634,0.44175
256,-3.86219,4.118,0.0995439,0.0854022,0.565984,0.441117
257,-3.93617,3.8823,0.0995384,0.0852601,0.564983,0.440522
258,-3.99302,3.66446,0.0994324,0.0850961,0.5639,0.439731
259,-4.07521,3.47932,0.0993104,0.0849963,0.562833,0.43894
260,-4.16604,3.23685,0.0991918,0.0849,0.561763,0.438139
261,-4.28359,2.97598,0.099151,0.0847683,0.560777,0.437312
262,-4.38066,2.69187,0.0991297,0.0846074,0.559784,0.436506
263,-4.46583,2.44446,0.0990832,0.0844491,0.55873,0.435726
264,-4.57397,2.16844,0.0990884,0.0843321,0.557684,0.43509
265,-4.67443,1.9468,0.0991156,0.0841862,0.556798,0.43429
266,-4.79985,1.65669,0.0992762,0.0841481,0.555942,0.433704
267,-4.92129,1.40601,0.0995683,0.084147,0.5552,0.433129
268,-4.97281,1.19508,0.099618,0.0840584,0.554243,0.43235
269,-5.0638,0.996561,0.0996301,0.0839077,0.553224,0.431558
270,-5.11697,0.779917,0.0995006,0.0837536,0.55222,0.430824
271,-5.21987,0.453192,0.0993709,0.0837533,0.551205,0.430184
272,-5.29137,0.220292,0.0991961,0.0837413,0.550234,0.429493
273,-5.40003,-0.0707358,0.0990237,0.0839924,0.549452,0.429142
274,-5.46466,-0.29409,0.0988526,0.0841795,0.548842,0.428612
275,-5.58214,-0.456138,0.0986777,0.08409,0.548004,0.427837
276,-5.71615,-0.618803,0.0985001,0.0839431,0.547104,0.427185
277,-5.83243,-0.845845,0.0983239,0.0837999,0.546125,0.426453
278,-5.93231,-1.12903,0.098149,0.0836748,0.545157,0.425735
279,-6.02054,-1.41053,0.0980018,0.0836883,0.544288,0.425288
280,-6.161,-1.60598,0.0978345,0.0836054,0.543387,0.424643
281,-6.3026,-1.85563,0.0976609,0.0835918,0.542455,0.424303
282,-6.41376,-2.11211,0.0974927,0.083709,0.541496,0.424194
283,-6.5662,-2.30313,0.0973223,0.0836973,0.540544,0.423694
284,-6.71691,-2.50531,0.0971669,0.0836296,0.539595,0.423089
285,-6.87325,-2.71831,0.0970474,0.0835468,0.538655,0.422488
286,-6.96028,-3.00402,0.0968786,0.0837175,0.537781,0.422381
287,-7.08715,-3.23029,0.096711,0.0839423,0.537034,0.422233
288,-7.20935,-3.41129,0.0965539,0.0840064,0.536342,0.421809
289,-7.35178,-3.67648,0.096398,0.0843481,0.535686,0.421837
290,-7.51362,-3.78437,0.0962335,0.0842585,0.534901,0.42118
291,-7.65734,-3.99928,0.0960714,0.0841858,0.534069,0.420645
292,-7.80914,-4.23439,0.0959098,0.0842028,0.533293,0.420302
293,-7.95641,-4.46277,0.0957524,0.084323,0.53258,0.420164
294,-8.11602,-4.70747,0.0955939,0.0846821,0.531927,0.420393
295,-8.25171,-4.9112,0.0954584,0.0850722,0.531784,0.420309
296,-8.37845,-5.1258,0.0953932,0.0855864,0.531887,0.420394
297,-8.52475,-5.28656,0.0953821,0.0858846,0.532201,0.420086
298,-8.71379,-5.47808,0.0953098,0.0861867,0.532274,0.419772
299,-8.87036,-5.68267,0.0952753,0.0865911,0.532314,0.419666
300,-9.02704,-5.86063,0.0952944,0.0869494,0.532411,0.419521
301,-9.16381,-6.01322,0.0954773,0.0871418,0.532896,0.419134
302,-9.34467,-6.09198,0.0956489,0.0870189,0.533067,0.418449
303,-9.52065,-6.28219,0.0958463,0.0869198,0.533029,0.417879
304,-9.65637,-6.49817,0.0963209,0.0869383,0.533407,0.417627
305,-9.88109,-6.66554,0.09657,0.0869526,0.533028,0.417624
306,-10.0918,-6.82995,0.096716,0.0869648,0.532547,0.417613
307,-10.273,-6.9993,0.0969148,0.0870049,0.532048,0.417813
308,-10.511,-7.1843,0.0969351,0.0871583,0.531412,0.418226
309,-10.7118,-7.33263,0.0969462,0.087285,0.530773,0.418586
310,-10.9672,-7.49547,0.0968246,0.08747,0.530005,0.419001
311,-11.1435,-7.64664,0.0967567,0.0876786,0.529472,0.419313
312,-11.2904,-7.79805,0.0968882,0.0879341,0.529245,0.419847
313,-11.4749,-7.93735,0.097131,0.088195,0.529156,0.4204
314,-11.6575,-8.02874,0.0975278,0.0882597,0.529127,0.420594
315,-11.8355,-8.15714,0.0981498,0.0883208,0.529651,0.420631
316,-12.0563,-8.23042,0.0987282,0.0882342,0.5299,0.420358
317,-12.284,-8.37007,0.0992345,0.0881923,0.52945,0.420777
318,-12.4973,-8.44168,0.0997797,0.0880697,0.528974,0.420866
319,-12.6851,-8.54597,0.100563,0.0879416,0.529013,0.420754
320,-12.9799,-8.62158,0.10088,0.0878054,0.52856,0.420464
321,-13.2264,-8.73395,0.101091,0.0876692,0.527904,0.420484
322,-13.4576,-8.77167,0.101287,0.087586,0.527212,0.420211
323,-13.6486,-8.83801,0.101683,0.0875615,0.527024,0.419726
324,-13.8826,-8.94019,0.102063,0.0874966,0.526786,0.419436
325,-14.1345,-9.04305,0.102339,0.0873917,0.526123,0.419763
326,-14.3691,-9.15266,0.102615,0.0872588,0.525473,0.420573
327,-14.5772,-9.25102,0.103041,0.0871338,0.525114,0.421546
328,-14.8876,-9.2234,0.103116,0.0870883,0.524404,0.42156
329,-15.1332,-9.31959,0.103167,0.0869757,0.523736,0.421964
330,-15.4139,-9.42507,0.103099,0.0868502,0.522996,0.423005
331,-15.6299,-9.48926,0.103097,0.0867405,0.522615,0.423809
332,-15.9013,-9.55246,0.103019,0.0866646,0.522067,0.424898
333,-16.1321,-9.59237,0.102969,0.0865962,0.521693,0.425844
334,-16.4005,-9.5559,0.102865,0.0864678,0.521106,0.426138
335,-16.5917,-9.5915,0.10289,0.0863393,0.52083,0.426598
336,-16.9016,-9.53971,0.102767,0.0862883,0.520184,0.426503
337,-17.1414,-9.62207,0.102649,0.0861607,0.519495,0.427355
338,-17.4223,-9.61716,0.1025,0.086035,0.518739,0.428132
339,-17.6604,-9.6376,0.102353,0.0859102,0.518084,0.428945
340,-17.9354,-9.576,0.102206,0.0858202,0.51734,0.429259
341,-18.157,-9.57297,0.102057,0.0857188,0.516739,0.429585
342,-18.3619,-9.60465,0.101938,0.085596,0.516207,0.430667
343,-18.5824,-9.61935,0.101853,0.0855133,0.515614,0.432508
344,-18.8536,-9.57993,0.101725,0.0854161,0.514905,0.43415
345,-19.0673,-9.56785,0.101635,0.0853606,0.514217,0.436188
346,-19.3444,-9.40683,0.101497,0.0852902,0.513477,0.436683
347,-19.5569,-9.36484,0.101387,0.0852095,0.512828,0.437096
348,-19.838,-9.1997,0.101242,0.0855228,0.512093,0.436779
349,-20.0652,-9.11368,0.101099,0.0859831,0.511369,0.436412
350,-20.2208,-9.26754,0.101068,0.0858786,0.510774,0.438675
351,-20.4429,-9.25874,0.101059,0.0859106,0.510159,0.441862
352,-20.6905,-9.12171,0.101003,0.0858122,0.509449,0.443843
353,-20.9191,-9.06889,0.100943,0.0857692,0.508774,0.445943
354,-21.1298,-8.97392,0.100914,0.0857157,0.508074,0.447926
355,-21.3484,-8.917,0.100892,0.0857694,0.50742,0.450129
356,-21.549,-8.8729,0.100921,0.0860706,0.506747,0.453181
357,-21.7194,-8.77566,0.101117,0.0864242,0.506465,0.455565
358,-21.9385,-8.65641,0.101284,0.0867419,0.505957,0.457666
359,-22.1398,-8.5675,0.101484,0.0872284,0.505311,0.460197
360,-22.3986,-8.42407,0.101493,0.0875981,0.504618,0.462146
361,-22.5729,-8.34206,0.101595,0.0882641,0.503941,0.464437
362,-22.8558,-8.02318,0.101487,0.0881677,0.503364,0.464442
363,-23.0288,-7.91186,0.101417,0.0881217,0.50269,0.464523
364,-23.283,-7.68852,0.101278,0.0880019,0.502058,0.464164
365,-23.4781,-7.54352,0.10114,0.0878817,0.501533,0.463959
366,-23.6539,-7.40014,0.101003,0.0877635,0.50108,0.463958
367,-23.8362,-7.24797,0.100866,0.0876498,0.500561,0.46402
368,-23.9989,-7.17313,0.100732,0.0877173,0.500089,0.465051
369,-24.1547,-7.01474,0.100606,0.0878267,0.499447,0.465942
370,-24.3426,-6.7122,0.10047,0.0877089,0.498964,0.465726
371,-24.4962,-6.56528,0.100337,0.0876015,0.498308,0.465656
372,-24.5924,-6.43925,0.100265,0.0875917,0.497647,0.466164
373,-24.7208,-6.27601,0.100239,0.0876539,0.496983,0.466796
374,-24.9266,-6.02585,0.100116,0.087575,0.496438,0.466838
375,-25.0467,-5.83636,0.100013,0.0875064,0.495819,0.466885
376,-25.1911,-5.65521,0.0998977,0.0874742,0.495313,0.467085
377,-25.3341,-5.4805,0.0997716,0.0875181,0.494894,0.467473
378,-25.5006,-5.22104,0.0996467,0.0874399,0.494827,0.467394
379,-25.6177,-5.06248,0.0995225,0.0874782,0.494782,0.467696
380,-25.7443,-4.89029,0.0994117,0.0876644,0.495003,0.468313
381,-25.8543,-4.70181,0.0993067,0.0879762,0.494991,0.468998
382,-25.9861,-4.41985,0.0992539,0.0880279,0.495384,0.469017
383,-26.0867,-4.23062,0.0992172,0.0881953,0.494951,0.469078
384,-26.1919,-3.89374,0.0992251,0.08809,0.494766,0.468553
385,-26.2581,-3.68337,0.0991966,0.0880007,0.494167,0.468057
386,-26.2922,-3.3895,0.099097,0.0878956,0.493598,0.467458
387,-26.3338,-3.16122,0.0989745,0.0877894,0.492962,0.466867
388,-26.3631,-2.91731,0.0988493,0.0876931,0.492334,0.466279
389,-26.4114,-2.70274,0.098728,0.0875836,0.491705,0.465727
390,-26.4939,-2.57583,0.0986036,0.0876017,0.491188,0.465625
391,-26.5397,-2.35008,0.0984807,0.0876521,0.490682,0.465502
392,-26.6026,-2.14795,0.0983771,0.0878308,0.490404,0.465524
393,-26.6232,-1.92214,0.0982647,0.0880648,0.490058,0.465512
394,-26.637,-1.63858,0.0981458,0.0881306,0.489852,0.46517
395,-26.6255,-1.43253,0.0980227,0.0883228,0.489268,0.464932
396,-26.639,-1.1831,0.0978997,0.0884799,0.488791,0.464587
397,-26.6599,-0.973074,0.0977779,0.0887721,0.48828,0.464323
398,-26.6828,-0.686464,0.0976704,0.0888767,0.487976,0.463828
399,-26.6635,-0.451887,0.0975549,0.0890058,0.487395,0.463331
400,-26.6256,-0.106636,0.0974332,0.0889049,0.486859,0.462795
401,-26.5982,0.134621,0.0973128,0.0888044,0.486256,0.462251
402,-26.5825,0.459503,0.0971921,0.08874,0.485721,0.461967
403,-26.5588,0.707593,0.0970738,0.0886896,0.485213,0.461659
404,-26.5632,1.00071,0.0969941,0.0887773,0.484958,0.461586
405,-26.5099,1.28413,0.0969042,0.0890409,0.484737,0.461709
406,-26.4692,1.49828,0.0968293,0.089205,0.484755,0.461569
407,-26.4199,1.7069,0.096768,0.0892719,0.484616,0.461216
408,-26.3803,1.89138,0.0967549,0.0892171,0.484791,0.460703
