step,estimate_x,estimate_y,rmse_x,rmse_y,rmse_vx,rmse_vy
399,29.5123,3.03915,0.0698785,0.102172,0.459368,0.528981
400,29.467,3.31459,0.0698618,0.102242,0.458898,0.528641
401,29.477,3.49942,0.0699577,0.102152,0.458735,0.528035
402,29.4196,3.75584,0.0699817,0.102065,0.458316,0.527416
403,29.3757,3.89857,0.069999,0.101974,0.458091,0.526823
404,29.3504,4.14227,0.0700871,0.101897,0.457933,0.526227
405,29.2766,4.36057,0.0701136,0.101884,0.4579,0.525661
406,29.1965,4.59332,0.0700924,0.101914,0.457543,0.525115
407,29.1104,4.91526,0.0700371,0.101807,0.457255,0.524478
408,29.0352,5.16176,0.069979,0.1017,0.45702,0.52385
409,29.0177,5.38617,0.0700731,0.101617,0.457268,0.523217
410,28.9013,5.64652,0.0700737,0.101511,0.456881,0.522596
411,28.8136,5.91932,0.0700827,0.101389,0.456634,0.52206
412,28.677,6.16841,0.0700177,0.101266,0.456093,0.521524
413,28.579,6.3914,0.0699584,0.101144,0.455629,0.520985
414,28.4992,6.64435,0.0699502,0.101026,0.455148,0.52049
415,28.42,6.81087,0.0700405,0.100928,0.454892,0.519887
416,28.2933,7.0226,0.070104,0.100848,0.454572,0.51928
417,28.1542,7.39178,0.0701232,0.100819,0.454261,0.519275
418,28.0046,7.63434,0.0700951,0.100845,0.453745,0.519254
419,27.8902,7.83324,0.0701115,0.100829,0.453346,0.519122
420,27.7223,8.05671,0.0700665,0.100839,0.452813,0.51894
421,27.5664,8.26692,0.0700045,0.10085,0.45231,0.518788
422,27.3819,8.45244,0.0699217,0.100816,0.451898,0.518378
423,27.2503,8.58944,0.0698459,0.100702,0.451371,0.517821
424,27.0698,8.8001,0.0697639,0.100595,0.450937,0.517282
425,26.8176,9.14035,0.0698335,0.100845,0.45066
