step,estimate_x,estimate_y,rmse_x,rmse_y,rmse_vx,rmse_vy
419,-25.6272,4.34125,0.152029,0.117914,0.678014,0.547985
420,-25.3388,4.54874,0.152346,0.117804,0.678163,0.547471
421,-25.2437,4.76886,0.152827,0.117712,0.678579,0.54703
422,-25.1023,4.94611,0.153295,0.117592,0.678918,0.546525
423,-25.0011,5.16059,0.153963,0.117486,0.679533,0.546099
424,-24.7367,5.36594,0.15414,0.117392,0.679286,0.545732
425,-24.6141,5.57922,0.154424,0.117327,0.679228,0.545473
426,-24.3366,5.71789,0.154365,0.117201,0.678625,0.545016
427,-24.1936,5.92136,0.154346,0.117089,0.678135,0.544654
428,-23.9948,6.05019,0.154263,0.116953,0.677561,0.544132
429,-23.8444,6.24384,0.154216,0.116817,0.677099,0.543691
430,-23.6747,6.37711,0.154178,0.116694,0.676682,0.543155
431,-23.5218,6.56282,0.154197,0.116564,0.676397,0.542695
432,-23.2209,6.79524,0.154033,0.116445,0.675701,0.542552
433,-23.0485,6.98709,0.153878,0.116354,0.675073,0.542568
434,-22.8032,7.13115,0.153701,0.116242,0.674348,0.542467
435,-22.6212,7.31672,0.153526,0.116163,0.673674,0.542534
436,-22.4677,7.42518,0.15337,0.116037,0.673151,0.542327
437,-22.2895,7.60061,0.153233,0.11593,0.672718,0.542271
438,-22.1457,7.74254
